Symbol,Company Name,Market Cap,Revenue,Op. Income,Net Income,EPS,FCF
PINS,"Pinterest, Inc.",22847098814,3905718000,215867000,1925708000,2.76,1047413000
ESLT,Elbit Systems Ltd.,22886125224,7516223000,574729000,401881000,8.81,640789000
TROW,"T. Rowe Price Group, Inc.",22733935986,7097300000,2243200000,2038600000,8.95,1171600000
HUBB,Hubbell Incorporated,22596194627,5626400000,1137200000,830300000,15.40,785300000
TPR,"Tapestry, Inc.",22695881633,7010700000,415000000,183200000,0.82,1093900000
DG,Dollar General Corporation,22477227579,41651642000,1789549000,1191100000,5.40,1854527000
RKLB,Rocket Lab Corporation,22167946601,504263000,-222275000,-231314000,-0.45,-204060000
PODD,Insulet Corporation,22384826130,2359500000,407300000,236100000,3.28,382500000
NTRA,"Natera, Inc.",22367323835,1964249000,-293627000,-253237000,-1.91,104557000
TPG,TPG Inc.,22143254488,3887230000,178114000,62275000,-0.18,443466000
CHKP,Check Point Software Technologies Ltd.,22218565423,2641800000,871900000,858100000,7.68,1149900000
SW,Smurfit Westrock Plc,21997128104,30806000000,1260000000,352000000,0.70,143000000
DRI,"Darden Restaurants, Inc.",22019547397,12364400000,1432300000,1100100000,9.32,1117100000
TPL,Texas Pacific Land Corporation,21936345455,742873000,563699000,461746000,20.06,88882000
IOT,Samsara Inc.,21498479185,1426635000,-125656000,-87929000,-0.16,169633000
XPEV,XPeng Inc.,21632806756,8385513074,-738571168,-595200695,-0.63,
TOST,"Toast, Inc.",21693429740,5530000000,189000000,224000000,0.34,508000000
CDW,CDW Corporation,21542454656,21878300000,1671800000,1076700000,8.05,1018900000
BCE,BCE Inc.,21227544584,17816058394,3591523143,316058394,0.34,2740332158
TER,"Teradyne, Inc.",21524239615,2827659000,517196000,469170000,2.89,568899000
CMS,CMS Energy Corporation,21504259518,8017000000,2099000000,1013000000,3.39,-1375000000
EBR,Centrais Elétricas Brasileiras S.A. - Eletrobrás,21300180334,6501869256,3667628471,1679307767,0.73,935031936
SSNC,"SS&C Technologies Holdings, Inc.",21459667725,6046200000,1385400000,806400000,3.19,1194800000
AER,AerCap Holdings N.V.,21955280872,7984195000,5272733000,2948321000,16.04,1008708000
HAL,Halliburton Company,21408838781,22234000000,2961000000,1862000000,2.14,2353000000
FLEX,Flex Ltd.,21339003097,26074000000,1247000000,891000000,2.28,1118000000
EIX,Edison International,21169718725,17539000000,4694000000,2635000000,6.80,-379000000
NMR,"Nomura Holdings, Inc.",22291359281,12675720027,3174444160,2282223711,0.74,-4960474243
DGX,Quest Diagnostics Incorporated,21133512115,10522000000,1475000000,950000000,8.35,1224000000
SATS,EchoStar Corporation,21133146158,15452639000,-524997000,-315380000,-1.06,-1737300000
CHD,"Church & Dwight Co., Inc.",21120873857,6066000000,722200000,525200000,2.12,930600000
TEVA,Teva Pharmaceutical Industries Limited,21036485560,16628000000,894000000,-158000000,-0.16,890000000
DKNG,DraftKings Inc.,21010613405,5409575000,-333460000,-304467000,-0.64,387711000
CPAY,"Corpay, Inc.",20951287436,4171325000,1863372000,1049753000,14.72,1928262000
BAP,Credicorp Ltd.,20937266702,4879041019,2244398990,1474867024,18.56,4098067950
LULU,lululemon athletica inc.,20004422857,10904036000,2495268000,1785750000,14.66,1168145000
SBAC,SBA Communications Corporation,20855151905,2724524000,1427626000,878690000,8.14,1102219000
L,Loews Corporation,20804867419,18061000000,2205000000,1349000000,6.30,3071000000
PSKY,Paramount Skydance Corporation,12685977891,28756000000,1244000000,-14000000,-0.02,507000000
NTNX,"Nutanix, Inc.",20636705372,2537927000,172541000,188366000,0.65,750173000
KEY,KeyCorp,20713184199,4743000000,135000000,33000000,-0.08,1560000000
STLD,"Steel Dynamics, Inc.",20554176762,17148071000,1290938000,1040972000,6.88,-107428000
ON,ON Semiconductor Corporation,20514135439,6398800000,473700000,465800000,1.07,1299900000
GPN,Global Payments Inc.,20456631178,9485784000,2202561000,1429672000,5.71,3122126000
RPRX,Royalty Pharma plc,15147548472,2305243000,1840569000,1020726000,2.30,2112599000
CASY,"Casey's General Stores, Inc.",20358228743,16410268000,850334000,581677000,15.58,695827000
BSBR,Banco Santander (Brasil) S.A.,41015744334,73757286000,8587683550,13365506000,0.28,-4041067336
TECK,Teck Resources Limited,19945072000,7267883212,352077509,155474453,0.42,-472071272
BIIB,Biogen Inc.,20140447327,9997000000,1797700000,1530500000,10.46,1832300000
NI,NiSource Inc.,20044297733,6130300000,1657400000,886600000,1.89,-1294800000
IONQ,"IonQ, Inc.",19974015083,52370000,-366909000,-463584000,-2.03,-158764000
CIEN,Ciena Corporation,20060744857,4541635000,246250000,140877000,0.98,700833000
IT,"Gartner, Inc.",20001066102,6420009000,1168747000,1265344000,16.24,1511672000
RBA,"RB Global, Inc.",19940796850,4418000000,754000000,377300000,2.02,609800000
VIV,Telefônica Brasil S.A.,20003113226,8285615430,1623942774,823137685,0.50,2045218856
CW,Curtiss-Wright Corporation,19824713831,3305452000,585251000,451410000,11.84,506757000
GFS,GlobalFoundries Inc.,19680495846,6842000000,-169000000,-115000000,-0.20,964000000
GDDY,GoDaddy Inc.,19576691004,4752100000,1305400000,808500000,5.60,1453200000
UTHR,United Therapeutics Corporation,19567594517,3077800000,1448100000,1242100000,25.64,1071000000
GWRE,"Guidewire Software, Inc.",19474999865,1202459000,41068000,69804000,0.81,280412000
ZBH,"Zimmer Biomet Holdings, Inc.",19460949468,7833800000,1260700000,823400000,4.10,-260400000
BNT,Brookfield Wealth Solutions Ltd.,16595913761,14371000000,1468000000,790000000,4.88,4138000000
GIB,CGI Inc.,19447834160,11357100000,1708192413,1250257664,5.50,1395578481
EC,Ecopetrol S.A.,19345404856,30137027309,9889185529,3128552216,1.52,6535913455
DLTR,"Dollar Tree, Inc.",20219309340,21778100000,1511400000,-2930800000,-13.57,2025600000
TRMB,Trimble Inc.,19332609115,3575500000,515200000,286700000,1.16,287100000
RCI,Rogers Communications Inc.,19264125347,15183941606,3219907490,1110218978,2.03,1554734842
PKG,Packaging Corporation of America,19430918189,8640800000,1239400000,904500000,10.02,625400000
TSN,"Tyson Foods, Inc.",19223956311,54146000000,1465000000,784000000,2.20,1550000000
GPC,Genuine Parts Company,19151617961,23770865000,1175927000,808910000,5.81,319773000
Z,"Zillow Group, Inc.",19126087663,2005000000,-270000000,-159000000,-0.27,198000000
AS,"Amer Sports, Inc.",19121623458,5698100000,628200000,224000000,0.40,245000000
RIVN,"Rivian Automotive, Inc.",18856440419,5151000000,-3599000000,-3506000000,-3.21,-1221000000
RL,Ralph Lauren Corporation,18897312584,7285900000,997200000,794700000,12.53,763800000
WST,"West Pharmaceutical Services, Inc.",18805203634,2960200000,581600000,487700000,6.68,344000000
TLN,Talen Energy Corporation,18787172499,2137000000,144000000,187000000,3.90,-160000000
APTV,Aptiv PLC,18775250904,19794000000,1916000000,1013000000,4.43,1663000000
ZG,"Zillow Group, Inc.",19126089706,2388000000,-134000000,-62000000,-0.26,344000000
FFIV,"F5, Inc.",18662862118,3024656000,751321000,667183000,11.35,954924000
AMCR,Amcor plc,18544150410,15009000000,956000000,511000000,0.32,828000000
IHG,InterContinental Hotels Group PLC,19262467133,4923000000,1031000000,628000000,3.85,1129000000
TS,Tenaris S.A.,19263846287,14169223000,3766074000,3526418000,3.70,3710752001
UMC,United Microelectronics Corporation,18807458641,8124796750,1531727871,1410067260,0.57,1137662410
TLK,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,18683134051,9246719775,2572092551,1455815617,1.38,2178476540
PFG,"Principal Financial Group, Inc.",18405128595,15130800000,1350600000,1139700000,4.92,4302500000
LII,Lennox International Inc.,18332767225,5416600000,1047700000,834600000,23.39,682400000
DKS,"DICK'S Sporting Goods, Inc.",18283907914,13772123000,1491337000,1173473000,14.32,464792000
CTRA,Coterra Energy Inc.,18185625533,6623000000,2063000000,1576000000,2.09,1492000000
U,Unity Software Inc.,18066864891,1779560000,-497487000,-433906000,-1.06,354915000
PNR,Pentair plc,17993094549,4099800000,795800000,609400000,3.66,837700000
INVH,Invitation Homes Inc.,17887579860,2675332000,939849000,545011000,0.88,505414000
ESS,"Essex Property Trust, Inc.",17247397092,1839583000,557280000,800349000,12.44,-237346000
THC,Tenet Healthcare Corporation,17846902000,20693000000,3419000000,1484000000,15.73,2500000000
CRBG,"Corebridge Financial, Inc.",17845238136,15569000000,425000000,-337000000,-0.79,1678000000
SNA,Snap-on Incorporated,17835178179,5070900000,1296700000,1000000000,18.75,1024400000
GMAB,Genmab A/S,18343889192,3317340000,1144680000,1246540000,1.96,938440000
GEN,Gen Digital Inc.,17737030454,4227000000,1639000000,597000000,0.97,1358000000
NWS,News Corporation,17725063145,8452000000,824000000,1180000000,0.84,727000000
WY,Weyerhaeuser Company,17705879940,7036000000,576000000,279000000,0.38,269000000
KOF,"Coca-Cola FEMSA, S.A.B. de C.V.",17693209294,13425767754,2212578510,1138627639,5.41,906593631
J,Jacobs Solutions Inc.,17674662306,11835289000,848285000,492524000,4.01,420515000
MKC,"McCormick & Company, Incorporated",17640343697,6742800000,1063700000,702400000,2.87,551800000
MKC.V,"McCormick & Company, Incorporated",17627852800,6683400000,1009800000,669400000,2.87,869000000
ASTS,"AST SpaceMobile, Inc.",14662053095,4892000,-260030000,-352903000,-1.76,-676872000
NIO,NIO Inc.,15802097696,9655125035,-3167715157,-3380496801,-1.60,
WAT,Waters Corporation,17363783962,3046056000,843353000,661393000,11.09,619355000
WMG,Warner Music Group Corp.,17358160231,6469000000,694000000,297000000,0.57,607000000
SGI,Somnigroup International Inc.,17345152584,5993400000,515800000,267800000,1.44,580200000
USFD,US Foods Holding Corp.,17248145786,38652000000,1177000000,553000000,2.34,938000000
BEP,Brookfield Renewable Partners L.P.,7356937908,6174000000,1841000000,-273000000,-0.95,-3612000000
NWSA,News Corporation,17725063146,8452000000,824000000,1180000000,2.07,727000000
CNC,Centene Corporation,17120896380,178190000000,1916000000,2054000000,4.10,1080000000
ACM,AECOM,17118658554,16074699000,999858000,613950000,4.58,825679000
LUV,Southwest Airlines Co.,17084356174,27472000000,318000000,392000000,0.66,-263000000
EVRG,"Evergy, Inc.",17047604108,5880300000,1485100000,840100000,3.64,-138200000
LNT,Alliant Energy Corporation,16977941830,4146000000,1014000000,832000000,3.25,-1061000000
GFL,GFL Environmental Inc.,16391930865,5281678832,345871132,2632992701,6.64,183943490
FTAI,FTAI Aviation Ltd.,16910814492,2142930000,668930000,416472000,4.05,192115000
KEP,Korea Electric Power Corporation,16678224720,64469543872,5111640964,2431544568,1.89,1471909121
MAA,"Mid-America Apartment Communities, Inc.",16339618731,2200155000,636044000,567953000,4.86,355878000
COHR,Coherent Corp.,16669627663,5810115000,337432000,-80562000,-0.52,192764000
TRU,TransUnion,16595012000,4357200000,773700000,391900000,2.00,496600000
FTI,TechnipFMC plc,16592735015,9484000000,1139400000,910800000,2.11,1318500000
EXPD,"Expeditors International of Washington, Inc.",16535944477,11273140000,1116222000,852821000,6.12,810153000
ERIE,Erie Indemnity Company,14595283597,3973472000,697984000,624961000,11.96,564035000
BWXT,"BWX Technologies, Inc.",16508440419,2864520000,321617000,294351000,3.20,360283000
SUI,"Sun Communities, Inc.",16105005236,2779500000,84900000,1295100000,10.19,764900000
BSY,"Bentley Systems, Incorporated",15291084569,1419643000,329656000,254281000,0.78,433745000
BE,Bloom Energy Corporation,16454737250,1630055000,72482000,23651000,0.12,44188000
CHWY,"Chewy, Inc.",16446419553,12345221000,162520000,151124000,0.36,462972000
SBS,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,16424742128,5848782686,2887260346,1550091100,2.27,-116815180
BURL,"Burlington Stores, Inc.",16621073019,11016844000,801309000,546383000,8.48,-266328000
FTV,Fortive Corporation,16419462823,6147900000,1058400000,768900000,2.22,1438000000
FNF,"Fidelity National Financial, Inc.",16414759608,13588000000,1680000000,1077000000,3.94,6727000000
BG,Bunge Global SA,16399083615,50862000000,1502000000,1378000000,9.91,-536000000
DOCU,"DocuSign, Inc.",16394372338,3095362000,244981000,280971000,1.33,935746000
PFGC,Performance Food Group Company,16313589701,63298900000,458800000,340200000,2.18,717500000
OKLO,Oklo Inc.,16315244213,,-73548635,433191668,-0.42,-53453118
DOW,Dow Inc.,16275061707,41819000000,289000000,-981000000,-1.40,-1790000000
RBRK,"Rubrik, Inc.",16221359866,1082619000,-428456000,-443832000,-1.94,181647000
PAAS,Pan American Silver Corp.,13877662071,3116300000,855500000,522200000,1.45,686400000
MTZ,"MasTec, Inc.",16422323386,13047952000,510365000,265649000,3.37,692031000
INCY,Incyte Corporation,16149337192,4584996000,1183080000,870870000,4.33,958083000
OKTA,"Okta, Inc.",15356724172,2763000000,72000000,168000000,0.86,838000000
KSPI,Joint Stock Company Kaspi.kz,15961344000,5384838524,2435785574,2061122645,10.77,1228328359
BBY,"Best Buy Co., Inc.",15999211330,41598000000,1037000000,778000000,3.63,1352000000
LYB,LyondellBasell Industries N.V.,15905514814,35154000000,542000000,255000000,0.78,463000000
TWLO,Twilio Inc.,15702395238,4729372000,68904000,20244000,0.11,724387000
YUMC,"Yum China Holdings, Inc.",15739498523,11434000000,1225000000,919000000,2.42,834000000
EQH,"Equitable Holdings, Inc.",15692715559,13635000000,1217000000,407000000,1.18,1511000000
DECK,Deckers Outdoor Corporation,15690277399,5124803000,1211572000,989669000,6.52,891608000
NVT,nVent Electric plc,15611887615,3306600000,536900000,585900000,3.51,390000000
CHRW,"C.H. Robinson Worldwide, Inc.",15565596063,17012580000,756690000,534308000,4.40,640926000
SMMT,Summit Therapeutics Inc.,15562140635,,-759280000,-746078000,-0.01,-207376000
IFF,International Flavors & Fragrances Inc.,15561751558,11303000000,-424000000,-393000000,-1.55,570000000
ZTO,ZTO Express (Cayman) Inc.,15443055443,6442005841,1569692113,1211483449,1.48,661808554
BIP,Brookfield Infrastructure Partners L.P.,15291452498,21535000000,5267000000,59000000,0.05,1033000000
SNN,Smith & Nephew plc,15487658454,5810000134,657000101,412000079,1.12,606000203
ZBRA,Zebra Technologies Corporation,15241850915,5190000000,794000000,548000000,10.59,853000000
CLX,The Clorox Company,15214068007,7104000000,1284000000,810000000,6.52,761000000
BCH,Banco de Chile,15152562180,2731472985,1651006522,1256138445,2.49,3838460736
WSO.B,"Watsco, Inc.",15132810240,7298117000,756607000,513268000,13.13,680571000
WSO,"Watsco, Inc.",16345697964,7507526000,770492000,531546000,13.05,394851000
LOGI,Logitech International S.A.,15949251593,4614386000,663450000,635711000,4.20,733755000
KLAR,Klarna Group plc,15089073229,2811000000,-121000000,3000000,0.01,586
AVAV,"AeroVironment, Inc.",15039580748,1085820000,-51536000,-44917000,-0.64,-202849000
WES,"Western Midstream Partners, LP",15032063329,3671303000,1583959000,1243213000,3.25,1451276000
ALLE,Allegion plc,15023999465,3876600000,815700000,626200000,7.21,682300000
RPM,RPM International Inc.,15024230731,7372644000,863610000,688688000,5.35,538260000
WPC,W. P. Carey Inc.,14989958044,1644183000,865119000,335765000,1.52,413538000
DUOL,"Duolingo, Inc.",14955677427,885152000,84413000,117183000,2.43,321484000
HOLX,"Hologic, Inc.",14948799943,4038900000,707400000,557100000,2.40,916700000
SN,"SharkNinja, Inc.",14880923976,5881267000,698977000,518478000,3.66,246233000
PKX,POSCO Holdings Inc.,14740011599,53051538632,1482010357,381441960,1.27,-2013647585
WWD,"Woodward, Inc.",14936985989,3426288000,506925000,387784000,6.32,279361000
EWBC,"East West Bancorp, Inc.",14934366564,2521460000,1538528000,1192804000,8.56,1442810000
RS,"Reliance, Inc.",14933410599,13691400000,1001800000,737900000,13.78,850100000
DT,"Dynatrace, Inc.",14927574041,1776812000,199742000,493019000,1.62,465251000
OMC,Omnicom Group Inc.,14926348597,15910800000,2177200000,1379200000,6.98,1767100000
CF,"CF Industries Holdings, Inc.",14922568344,6447000000,1897000000,1302000000,7.65,1800000000
TXT,Textron Inc.,14878360080,14062000000,1037000000,816000000,4.43,569000000
XPO,"XPO, Inc.",14843910562,8009000000,676000000,345000000,2.89,228000000
FMS,Fresenius Medical Care AG,15011032051,22962489412,1537508160,772255294,1.32,2417504550
DPZ,"Domino's Pizza, Inc.",14793242326,4781233000,907622000,597110000,17.22,613174000
MAS,Masco Corporation,14747574520,7663000000,1346000000,805000000,3.77,871000000
ROKU,"Roku, Inc.",14674138816,4394960000,-155951000,-61506000,-0.42,389854000
RYAN,"Ryan Specialty Holdings, Inc.",7116458587,2813559000,443244000,55677000,0.37,510398000
KIM,Kimco Realty Corporation,14620758298,2094828000,723979000,563421000,0.83,474477000
EG,"Everest Group, Ltd.",14642822321,17675000000,1046000000,806000000,19.18,4525000000
KTOS,"Kratos Defense & Security Solutions, Inc.",14563589460,1213100000,19800000,14500000,0.10,-61200000
ARE,"Alexandria Real Estate Equities, Inc.",14500896160,3100750000,515476000,-21458000,-0.13,462256000
HLI,"Houlihan Lokey, Inc.",14482171497,2481156000,495776000,408304000,5.95,739478000
ARCC,Ares Capital Corporation,14431817495,3011000000,2223000000,1353000000,2.04,-1306000000
VNOM,"Viper Energy, Inc.",12953625567,980287000,568918000,370984000,3.60,-1196157000
AGI,Alamos Gold Inc.,14370266296,1507900000,652600000,346700000,0.83,160100000
JLL,Jones Lang LaSalle Incorporated,14285440845,24676200000,918900000,563900000,11.64,561100000
APG,APi Group Corporation,14227544798,7396000000,485000000,141000000,0.32,585000000
SNDK,Sandisk Corporation,14082437877,7355000000,-1411000000,-1641000000,-11.32,-120000000
ENTG,"Entegris, Inc.",14110405888,3223131000,514624000,295525000,1.94,263006000
EMA,Emera Incorporated,14117981000,6006569343,1201190434,639416058,2.15,-879916813
ILMN,"Illumina, Inc.",14092753000,4284000000,1294000000,1258000000,7.90,1024000000
NBIX,"Neurocrine Biosciences, Inc.",14083774420,2509900000,495000000,348300000,3.38,528700000
GGG,Graco Inc.,14035955174,2167974000,577238000,482629000,2.82,619246000
CELH,"Celsius Holdings, Inc.",14030408448,1666480000,173286000,96004000,0.38,210840000
SNAP,Snap Inc.,13975164761,5638004000,-653609000,-546303000,-0.32,392378000
CSL,Carlisle Companies Incorporated,14001720727,5001800000,1059000000,806200000,18.05,858600000
MEDP,"Medpace Holdings, Inc.",13956321470,2231787000,477509000,418299000,13.45,579816000
ULS,UL Solutions Inc.,13949542033,2951000000,493000000,327000000,1.62,364000000
DOCS,"Doximity, Inc.",13944347088,589636000,236264000,235128000,1.17,287336000
ONON,On Holding AG,13850264714,3314878049,371315734,165609756,0.50,442539016
WF,Woori Financial Group Inc.,13879024641,7641020891,1545954249,2149021588,8.25,-4480707061
ITT,ITT Inc.,13791960000,3699600000,646000000,517500000,6.36,489600000
JOBY,"Joby Aviation, Inc.",13789861788,98000,-637718000,-797235000,-1.07,-500696000
JEF,Jefferies Financial Group Inc.,13760928327,6867621000,843516000,589492000,2.65,-2781505000
AMH,American Homes 4 Rent,12078379895,1798427000,420422000,412576000,1.11,-83035000
CIB,Grupo Cibest S.A.,12486918872,5061228397,2252791004,1416714661,5.95,-306660545
GLPI,"Gaming and Leisure Properties, Inc.",13267426948,1565067000,1080548000,718529000,2.60,349700000
YMM,Full Truck Alliance Co. Ltd.,679388625,1689103894,553329728,581169263,0.56,
TEM,"Tempus AI, Inc.",13238302191,951981000,-234779000,-199734000,-0.30,-72935000
CNH,CNH Industrial N.V.,13608922144,18069000000,2559000000,823000000,0.65,2135000000
HRL,Hormel Foods Corporation,13592098937,12058590000,956459000,754530000,1.37,627870000
COOP,Mr. Cooper Group Inc.,13583211278,2246000000,784000000,570000000,8.74,-111000000
H,Hyatt Hotels Corporation,13569711998,6757000000,345000000,432000000,4.40,132000000
UDR,"UDR, Inc.",12319488673,1690235000,335728000,127135000,0.38,562866000
EVR,Evercore Inc.,13215572644,3238213000,596124000,462213000,11.02,742079000
NLY,"Annaly Capital Management, Inc.",13509281712,945059000,759082000,575071000,1.05,1160171000
BALL,Ball Corporation,13465927325,12397000000,978000000,556000000,2.08,376000000
DOC,"Healthpeak Properties, Inc.",13161850200,2795622000,460551000,163996000,0.23,680754000
COO,"The Cooper Companies, Inc.",13476356858,4045700000,740900000,407800000,2.04,411900000
LTM,LATAM Airlines Group S.A.,13430695907,12833043000,1376602000,976972000,3.23,1878167000
UNM,Unum Group,13328714162,12906600000,2126400000,1519100000,8.38,1444000000
SNX,TD SYNNEX Corporation,13565837950,60007297000,1260289000,725816000,8.55,647828000
WYNN,"Wynn Resorts, Limited",13409853203,6970314000,1033321000,383884000,3.37,742945000
BXP,"BXP, Inc.",11849656032,3451470000,1028026000,4928000,0.03,49737000
TOL,"Toll Brothers, Inc.",13225675260,10876787000,1767583000,1375180000,13.59,918922000
HIMS,"Hims & Hers Health, Inc.",12710290347,2013538000,125590000,193603000,0.79,119506000
MGA,Magna International Inc.,13136526164,41608000000,1900000000,1212000000,4.26,1720000000
CX,"CEMEX, S.A.B. de C.V.",13057495416,16200000000,1821000000,939000000,0.21,598000000
BLDR,"Builders FirstSource, Inc.",13066647244,15944360000,1227897000,756362000,6.61,1211954000
LECO,"Lincoln Electric Holdings, Inc.",13063689573,4098851000,679639000,502868000,8.90,516643000
REG,Regency Centers Corporation,12984693017,1494562000,551547000,389904000,2.13,441434000
JBHT,"J.B. Hunt Transport Services, Inc.",13015631323,12064092000,807101000,553884000,5.50,797748000
RGLD,"Royal Gold, Inc.",12949583553,799476000,517241000,449497000,6.82,566875000
FN,Fabrinet,12823346621,3419327000,324447000,332527000,9.17,207539000
BF.B,Brown-Forman Corporation,12750706688,3948000000,1047000000,844000000,1.79,533000000
OHI,"Omega Healthcare Investors, Inc.",12342800000,1114637000,643000000,470734000,1.62,113889000
MANH,"Manhattan Associates, Inc.",12792735747,1057690000,272738000,221159000,3.58,307305000
UHS,"Universal Health Services, Inc.",12782588894,16460285000,1811749000,1261009000,18.97,901523000
EHC,Encompass Health Corporation,12761709008,5669100000,967500000,649900000,5.11,439200000
NDSN,Nordson Corporation,12755846185,2784349000,676356000,455008000,7.96,543336000
BF.A,Brown-Forman Corporation,12750705664,3948000000,1047000000,844000000,1.79,533000000
ICLR,ICON Public Limited Company,12738297173,8089820000,1011227000,794249000,9.71,989623000
QXO,"QXO, Inc.",12656129566,1947806000,-268313000,-21324000,-0.20,-71874000
SQM,Sociedad Química y Minera de Chile S.A.,12636388923,4528761000,1035811000,685117000,2.40,631956000
RGA,"Reinsurance Group of America, Incorporated",12627872066,21751000000,1483000000,770000000,11.50,4916000000
CNA,CNA Financial Corporation,12569701130,14651000000,1238000000,877000000,3.22,2553000000
PAC,"Grupo Aeroportuario del Pacífico, S.A.B. de C.V.",12559252108,1612973800,820009914,413251296,8.18,670728185
AEG,Aegon Ltd.,12672282908,12872916667,-79696123,691666667,0.39,856733326
AVY,Avery Dennison Corporation,12535541236,8737900000,1120800000,711000000,8.92,618000000
CRS,Carpenter Technology Corporation,12504846662,2877100000,521800000,376000000,7.42,287500000
PAA,"Plains All American Pipeline, L.P.",12462554889,47798000000,1207000000,624000000,0.88,2111000000
RTO,Rentokil Initial plc,12467970609,8347945205,809551089,409589041,0.63,804172012
CLH,"Clean Harbors, Inc.",12440083194,5942342000,651181000,384772000,7.12,393747000
BSAC,Banco Santander-Chile,12413888603,2622903713,1647552399,858199014,1.82,437181680
SOLV,Solventum Corporation,12374687286,8388000000,777000000,380000000,2.17,147000000
ALLY,Ally Financial Inc.,12361570525,7818000000,2337000000,234000000,0.74,3499000000
LAMR,Lamar Advertising Company,12301185789,2228443000,612127000,439022000,4.29,722696000
BJ,"BJ's Wholesale Club Holdings, Inc.",12269165904,20911613000,827951000,578883000,4.36,282203000
PAYC,"Paycom Software, Inc.",12236661919,1959907000,550746000,415743000,7.40,359190000
HST,"Host Hotels & Resorts, Inc.",12066377509,5927000000,854000000,659000000,0.94,1099000000
BAH,Booz Allen Hamilton Holding Corporation,12211479809,11962203000,1371836000,1040767000,8.14,987314000
SAIL,"SailPoint, Inc.",12200122860,970207000,,-337388000,-1.63,
MP,MP Materials Corp.,12154257290,242116000,-162162000,-101378000,-0.62,-174522000
IEX,IDEX Corporation,12147603273,3340800000,667200000,469400000,6.19,587000000
AFG,"American Financial Group, Inc.",12112214130,8298000000,1051000000,764000000,9.10,1553000000
STN,Stantec Inc.,12116196209,4491167883,460970275,318759124,2.80,464053928
RBC,RBC Bearings Incorporated,12145918962,1666000000,451700000,246600000,7.96,259700000
BEN,"Franklin Resources, Inc.",12081678703,8638200000,368000000,322600000,0.52,1451900000
ELS,"Equity LifeStyle Properties, Inc.",11536303758,1523779000,515399000,367696000,1.94,349505000
HTHT,H World Group Limited,12068532113,3377746871,771683405,522948540,1.66,954140038
OC,Owens Corning,11968776101,11163000000,1294000000,333000000,3.91,914000000
CDE,"Coeur Mining, Inc.",11851677397,1459632000,353127000,190670000,0.39,249026000
GME,GameStop Corp.,11827105734,3847500000,102000000,362100000,0.77,487200000
SWKS,"Skyworks Solutions, Inc.",11801475932,4011700000,448400000,396200000,2.50,1355100000
RNR,RenaissanceRe Holdings Ltd.,11795263891,12944290000,3027253000,1962795000,39.46,3896391000
RDY,Dr. Reddy's Laboratories Limited,11836333395,3809208987,810208380,661642874,0.79,141442221
BEPC,Brookfield Renewable Corporation,5007246578,4311000000,1383000000,-1318000000,-7.34,188000000
SF,Stifel Financial Corp.,11715202732,5129105000,760043000,573276000,5.16,1338337000
GL,Globe Life Inc.,11709871164,5883393000,1455715000,1065502000,12.51,1348336000
GLXY,Galaxy Digital Inc.,11627254766,,,,-0.86,
DRS,"Leonardo DRS, Inc.",11693472478,3421000000,324000000,250000000,0.94,236000000
SJM,The J. M. Smucker Company,11651086324,8714300000,-977800000,-1459700000,-13.71,685400000
ASND,Ascendis Pharma A/S,11625431277,577350588,-296736082,-318997647,-5.60,-200015918
CPT,Camden Property Trust,11433241789,1585409000,341588000,155979000,1.43,138884000
FHN,First Horizon Corporation,11602033208,3082000000,1085000000,816000000,1.56,979000000
SCI,Service Corporation International,11515107878,4246592000,959194000,534926000,3.68,604303000
DTM,"DT Midstream, Inc.",11507383041,1109000000,538000000,376000000,3.73,466000000
SUZ,Suzano S.A.,11470201891,9310228675,2587123661,1420338113,1.16,1148005860
SWK,"Stanley Black & Decker, Inc.",11431407441,15161600000,937600000,478300000,3.16,413600000
POOL,Pool Corporation,11414085927,5276414000,587211000,410804000,10.86,433602000
ATI,ATI Inc.,11413878851,4508700000,659000000,417500000,2.88,257200000
NCLH,Norwegian Cruise Line Holdings Ltd.,11321218163,9560994000,1530729000,719165000,1.45,-504477000
IREN,IREN Limited,8981937079,329620395,17327000,86941000,0.39,-1135071000
YPF,YPF Sociedad Anónima,10245798779,19293000000,1113210,2348000000,5.99,358785
PAG,"Penske Automotive Group, Inc.",11342460447,30577500000,1314900000,956800000,14.37,693400000
BAX,Baxter International Inc.,11289390921,10887000000,-31000000,-155000000,-0.30,333000000
PR,Permian Resources Corporation,9586931688,5085699000,1622309000,1139461000,1.54,468290000
W,Wayfair Inc.,11256864845,12008000000,-296000000,-300000000,-2.41,184000000
LITE,Lumentum Holdings Inc.,11236358771,1645000000,-180100000,25900000,0.37,-56600000
UHAL,U-Haul Holding Company,9765340131,5910645000,667326000,314004000,1.42,-1125119000
MLI,"Mueller Industries, Inc.",11225056253,4059705000,887388000,709707000,6.30,590403000
MOS,The Mosaic Company,11209802474,11253400000,798200000,940000000,2.95,4300000
MBLY,Mobileye Global Inc.,11287386313,1920000000,-3084000000,-2955000000,-3.64,589000000
CCK,"Crown Holdings, Inc.",11296578910,12013000000,1551000000,557000000,4.74,1033000000
CART,Maplebear Inc.,11148707756,3546000000,526000000,480000000,1.72,779000000
HMY,Harmony Gold Mining Company Limited,11317451770,182609458,43000553,27777948,1.32,18940239
